modelo,iteracion,n_estimators,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,MAE_train,RMSE_train,R2_train,MAE_val_2023,RMSE_val_2023,R2_val_2023
XGBoost_sin_latitud_longitud,10,200,0.03,4,1,0.8,1.0,1.3341094932355468,1.9680922718378138,0.6562778793546548,2.2110976678112384,3.36428593018234,-1.1659359778086893
XGBoost_sin_latitud_longitud,33,400,0.03,3,1,0.8,0.8,1.3366639703475438,1.9604015476937855,0.6589589600085932,2.270290479346707,3.3684881548158905,-1.171350163205163
XGBoost_sin_latitud_longitud,46,400,0.03,4,3,0.8,1.0,1.3147870086087887,1.94315080093194,0.664934600732155,2.173705210212395,3.375092645279173,-1.1798731084738425
XGBoost_sin_latitud_longitud,3,200,0.03,3,1,1.0,0.8,1.3524791809210523,1.9941626070039726,0.6471113360595877,2.165159615027675,3.3792487104163738,-1.1852449744367957
XGBoost_sin_latitud_longitud,5,200,0.03,3,3,0.8,0.8,1.3903434956392626,2.064681746776217,0.6217117888835468,2.20947857446393,3.3870902483222647,-1.1953984519834027
XGBoost_sin_latitud_longitud,15,200,0.03,4,3,1.0,0.8,1.333747847604201,1.9614849828489453,0.6585818964878383,2.1720720580829953,3.3876229500727533,-1.1960890651517118
XGBoost_sin_latitud_longitud,26,200,0.05,4,1,0.8,1.0,1.3086831024060719,1.941445778485009,0.6655223506741497,2.264375437415099,3.390226636956346,-1.199466138541772
XGBoost_sin_latitud_longitud,7,200,0.03,3,3,1.0,0.8,1.3667603142757134,2.0206326022300423,0.6376808553549798,2.186633374862935,3.4118647272097933,-1.2276318811107036
XGBoost_sin_latitud_longitud,58,400,0.05,4,1,0.8,1.0,1.2917847209641968,1.9307158339775026,0.6692093029972701,2.309479343971046,3.4192168167225745,-1.2372426928967868
XGBoost_sin_latitud_longitud,12,200,0.03,4,1,1.0,1.0,1.3174887322341726,1.9470425169698076,0.6635911278698893,2.0916607447711044,3.4211965154770954,-1.239834133572792
XGBoost_sin_latitud_longitud,64,400,0.05,4,3,1.0,1.0,1.2897596525743271,1.929910666931689,0.6694851449697711,2.1765293013361044,3.422783250421208,-1.2419122645672083
XGBoost_sin_latitud_longitud,29,200,0.05,4,3,0.8,0.8,1.3284297962093015,1.9568139940813472,0.6602060346248418,2.1899703251898925,3.42657351906874,-1.2468802418137646
